"perc_positive_NB_NG_cool","perc_positive_private_NG_cool","perc_positive_NB_NG_nocool","perc_positive_private_NG_nocool","perc_positive_NB_P_cool","perc_positive_private_P_cool","perc_positive_NB_P_nocool","perc_positive_private_P_nocool","perc_positive_NB_HO_cool","perc_positive_private_HO_cool","perc_positive_NB_HO_nocool","perc_positive_private_HO_nocool","perc_positive_NB_ElecRes_cool","perc_positive_private_ElecRes_cool","perc_positive_NB_ElecRes_nocool","perc_positive_private_ElecRes_nocool","perc_positive_NB_wood_cool","perc_positive_private_wood_cool","perc_positive_NB_wood_nocool","perc_positive_private_wood_nocool","perc_households_NG","perc_households_P","perc_households_HO","perc_households_ElecRes","perc_households_wood","perc_positiveNB_cool","perc_positivePrivate_cool","perc_positiveNB_nocool","perc_positivePrivate_nocool","NAME","FIPS","x","y"
0.375,0.065,0,0,1,1,0.893,0.891,1,0.993,0.87,0.671,1,1,1,1,0,1,0,1,0.623352799094995,0.145718042009356,0.0364447977497172,0.126608982786559,0.0559818998991042,0.542529122206256,0.405016540801663,0.288442168343168,0.33688011740606,"Wood County",55141,-90.26909837,44.47279422
0.57,0.146,0,0,1,1,0.93,0.907,1,1,0.905,0.87,1,1,1,1,0,1,0,1,0.479069341394156,0.338554547952734,0.00430521205459375,0.0934322616103325,0.0791426215993405,0.709361546212329,0.585378767060548,0.412184208115783,0.4833893926903,"Vilas County",55125,-89.25712894,45.92448185
0.126,0.009,0,0,1,1,0.904,0.885,0.999,0.953,0.884,0.811,1,1,1,1,0,1,0,1,0.50505249343832,0.260892388451444,0.0540682414698163,0.116732283464567,0.0471784776902887,0.495275459317585,0.480875656167979,0.40037532808399,0.438649868766404,"Green County",55045,-89.39256448,42.79470356
0.264,0.03,0,0,1,1,0.922,0.904,1,0.984,0.902,0.849,1,1,1,1,0,1,0,1,0.685847308031774,0.0540556045895852,0.0062621359223301,0.230489849955869,0.00817740511915269,0.471871279788173,0.319460220653133,0.285977563989409,0.292850075022065,"Dane County",55025,-89.05927977,43.2388307
0.061,0.003,0,0,1,1,0.862,0.842,0.989,0.911,0.692,0.322,1,1,1,1,0,1,0,0.976,0.510589536905326,0.251857120278173,0.0265528686581318,0.114904378062273,0.0829777145566619,0.424168247194563,0.475460644855382,0.350379800853485,0.416504346451715,"Lincoln County",55069,-90.0245837,45.19368088
0.007,0,0,0,1,1,0.896,0.876,0.945,0.906,0.768,0.342,1,1,1,1,0,1,0,1,0.50505249343832,0.260892388451444,0.0540682414698163,0.116732283464567,0.0471784776902887,0.432254527559055,0.473788976377953,0.392016272965879,0.410943832020997,"Green County",55045,-89.79168119,42.70195405
0.223,0.025,0,0,1,1,0.874,0.86,1,0.961,0.723,0.319,1,1,1,1,0,1,0,0.945,0.263249449147628,0.364026440913835,0.052765858749855,0.130465035370521,0.17708454134292,0.605961962194132,0.728865244114577,0.486773860605358,0.627704975066682,"Taylor County",55119,-90.62490799,45.10467121
0.248,0.027,0,0,1,1,0.9,0.887,1,0.977,0.878,0.727,1,1,1,1,0,1,0,1,0.249478652178685,0.531774777741192,0.0111952584787619,0.0894523103940292,0.10097684118099,0.694293052354297,0.739877620458786,0.577879047305455,0.670252332345516,"Adams County",55001,-89.78958544,43.81096595
0.306,0.062,0,0,1,1,0.905,0.899,1,0.986,0.832,0.555,1,1,1,1,0,1,0,1,0.275491113189897,0.431244153414406,0.0380417835983785,0.0954162768942937,0.148737137511693,0.649002494543187,0.729987215466168,0.517342999688182,0.652955098222638,"Rusk County",55107,-91.08691567,45.56260332
0.016,0.002,0,0,1,1,0.874,0.843,0.965,0.905,0.545,0.183,1,1,1,1,0,1,0,0.855,0.211681855840928,0.494614747307374,0.0146368406517537,0.112676056338028,0.152444076222038,0.624802264567799,0.773404584368959,0.552946423639878,0.662654515327258,"Burnett County",55013,-92.20374006,46.13836172
0.206,0.023,0,0,1,1,0.888,0.886,1,0.972,0.855,0.618,1,1,1,1,0,1,0,1,0.43529263370333,0.292696770938446,0.0179112008072654,0.175012613521695,0.0520307769929364,0.575290867810293,0.547161579212916,0.450241422805247,0.497441851664985,"Pierce County",55093,-92.5791617,44.8268504
0.002,0,0,0,1,1,0.682,0.511,0.921,0.896,0.173,0.115,1,1,1,1,0,1,0,0.303,0.208285822881034,0.563157227923476,0.0116558976308121,0.0902065120993285,0.114025085518814,0.664515393386545,0.777832509818827,0.47629621183327,0.413869884707969,"Sawyer County",55113,-91.53036386,45.94906166
0.002,0.001,0,0,1,1,0.844,0.757,0.909,0.889,0.355,0.107,1,1,1,1,0,1,0,0.656,0.505938608668826,0.226901126021903,0.014807959278112,0.111522443313281,0.1139904365263,0.352895881536326,0.466084220268394,0.308283819219497,0.359648773715872,"Ashland County",55003,-90.40173212,46.06181712
0.016,0,0,0,1,1,0.895,0.884,0.978,0.907,0.785,0.389,1,1,1,1,0,1,0,1,0.621889686589972,0.166709915520572,0.0106968831992619,0.159847764034253,0.0219415852146585,0.346969466309143,0.358201337831214,0.317450191736586,0.33332200213361,"St. Croix County",55109,-92.14970579,44.91467543
0.079,0.004,0,0,1,1,0.888,0.885,0.996,0.922,0.879,0.725,1,1,1,1,0,1,0,1,0.558506802557569,0.111292726311235,0.033147444834383,0.247512138839479,0.028243834431037,0.435941757607807,0.419844670929282,0.375476683813278,0.398281933560886,"Eau Claire County",55035,-91.36612423,44.61041248
0.17,0.017,0,0,1,1,0.889,0.885,1,0.964,0.81,0.456,1,1,1,1,0,1,0,1,0.342540620384047,0.422304283604136,0.00753323485967504,0.0945347119645495,0.119497784342688,0.582604135893648,0.649422008862629,0.476065140324963,0.59120694239291,"Marquette County",55077,-89.28305405,43.9070233
1,1,0,0,1,1,1,0.993,1,1,0.887,0.875,1,1,1,1,0,1,0,1,0.320640310453553,0.369391219985447,0.0315304390007276,0.133034198399224,0.124909046810575,0.854596167838952,0.979505214649527,0.530392917778317,0.652337860780985,"Jackson County",55053,-90.83497323,44.44976717
0.421,0.073,0,0,1,1,0.897,0.892,1,0.993,0.88,0.725,1,1,1,1,0,1,0,1,0.446435506241331,0.236005547850208,0.0312898751733703,0.165825242718447,0.0988072122052705,0.621070013869625,0.564298640776699,0.405057309292649,0.497834563106796,"Monroe County",55081,-90.31985767,43.77895777
0,0,0,0,1,1,0.814,0.698,0.907,0.881,0.287,0.107,1,1,1,1,0,1,0,0.615,0.344218094667466,0.333582983822648,0.0269622528460156,0.0988615937687238,0.186788496105452,0.456899340922708,0.642986818454164,0.378136309167166,0.449462402636309,"Price County",55099,-90.52008619,45.44568156
0.815,0.344,0,0,1,1,0.902,0.896,1,1,0.859,0.581,1,1,1,1,0,1,0,0.995,0.347342053993877,0.375637814268485,0.0200389646534929,0.136469060209667,0.104184061601262,0.815229613136655,0.7558155673068,0.492507839317191,0.588346321551164,"Juneau County",55057,-90.16284002,43.87826849
0.11,0.005,0,0,1,1,0.899,0.885,0.997,0.939,0.885,0.818,1,1,1,1,0,1,0,1,0.401373895976448,0.370461236506379,0.0191364082433759,0.0426889106967615,0.154072620215898,0.476380274779195,0.58719872423945,0.392669283611384,0.540273307163886,"Florence County",55037,-88.3804611,45.91562892
0.616,0.14,0,0,1,1,0.922,0.899,1,1,0.897,0.865,1,1,1,1,0,1,0,1,0.31769185391752,0.404890867163619,0.024615219606371,0.146672386979139,0.0928299458357913,0.771876655762321,0.713485279133373,0.54206161849091,0.624791387354534,"Polk County",55095,-92.73708032,45.595504
0.162,0.017,0,0,1,1,0.898,0.892,1,0.968,0.885,0.716,1,1,1,1,0,1,0,1,0.549802761341223,0.19723865877712,0.0207922419460881,0.166173570019724,0.0504602235371466,0.47327251808021,0.443345989480605,0.361695019723866,0.407457922419461,"Columbia County",55021,-89.02913862,43.32955079
0.059,0.004,0,0,1,1,0.893,0.882,0.995,0.923,0.774,0.429,1,1,1,1,0,1,0,1,0.503417606851684,0.199538828954953,0.0457053446430042,0.143786543687721,0.0866342748908836,0.418503829366713,0.474159351066458,0.35735065469818,0.426021658568723,"Trempealeau County",55121,-91.3824701,44.22427246
0.24,0.03,0,0,1,1,0.895,0.88,1,0.981,0.877,0.753,1,1,1,1,0,1,0,1,0.549802761341223,0.19723865877712,0.0207922419460881,0.166173570019724,0.0504602235371466,0.516157133464826,0.45076372452334,0.360936965811966,0.405860371466141,"Columbia County",55021,-89.06995078,43.45761152
0.164,0.018,0,0,1,1,0.878,0.872,0.999,0.96,0.811,0.485,1,1,1,1,0,1,0,1,0.446435506241331,0.236005547850208,0.0312898751733703,0.165825242718447,0.0988072122052705,0.50630479889043,0.538712122052705,0.398414202496533,0.485604882108183,"Monroe County",55081,-90.89400846,43.84527983
0.828,0.3,0,0,1,1,0.92,0.874,1,1,0.862,0.855,1,1,1,1,0,1,0,1,0.728677217946856,0.121097720342675,0.0189632641208073,0.08317119210106,0.0341222593291709,0.826576913024539,0.47595760127777,0.210927428488457,0.239346449833019,"Manitowoc County",55071,-88.00537567,43.93117185
0.078,0.002,0,0,1,1,0.884,0.868,0.999,0.928,0.867,0.777,1,1,1,1,0,1,0,1,0.604936155626018,0.15342645756563,0.0249950009998,0.165366926614677,0.0313365898248922,0.390948410317936,0.374535207244265,0.32266658096952,0.34929879738338,"Dodge County",55027,-88.61167025,43.32946127
0.163,0.017,0,0,1,1,0.899,0.894,1,0.971,0.853,0.6,1,1,1,1,0,1,0,1,0.320640310453553,0.369391219985447,0.0315304390007276,0.133034198399224,0.124909046810575,0.586220227989328,0.663401406742663,0.492012369633762,0.607097259277225,"Jackson County",55053,-90.98160113,44.26740018
0.003,0,0,0,1,1,0.844,0.77,0.919,0.891,0.387,0.12,1,1,1,1,0,1,0,0.636,0.479069341394156,0.338554547952734,0.00430521205459375,0.0934322616103325,0.0791426215993405,0.437380507465421,0.51496537510305,0.380838417147568,0.40497059631767,"Vilas County",55125,-90.00057605,45.93781885
0.066,0.007,0,0,1,1,0.889,0.886,0.994,0.923,0.872,0.651,1,1,1,1,0,1,0,1,0.617524165887122,0.0614697016942106,0.0162768942937325,0.275335204240723,0.0189585282195198,0.393740733811454,0.375109676748779,0.344175220871011,0.359352146346534,"La Crosse County",55063,-91.25254966,43.9384253
0.72,0.176,0,0,1,1,0.94,0.899,1,1,0.89,0.883,1,1,1,1,0,1,0,1,0.746390109624765,0.0684551117979427,0.0136910223595885,0.144250736465929,0.0120490655333945,0.763797749553291,0.369810595450814,0.220783551456029,0.229930120249191,"Walworth County",55127,-88.48874715,42.66033603
0.376,0.068,0,0,1,1,0.896,0.866,1,0.993,0.865,0.843,1,1,1,1,0,1,0,1,0.621889686589972,0.166709915520572,0.0106968831992619,0.159847764034253,0.0219415852146585,0.571085084911916,0.401409768474469,0.318472652308047,0.335177608626705,"St. Croix County",55109,-92.54938879,45.12887393
0.14,0.012,0,0,1,1,0.894,0.88,0.998,0.955,0.799,0.433,1,1,1,1,0,1,0,1,0.446435506241331,0.236005547850208,0.0312898751733703,0.165825242718447,0.0988072122052705,0.495559056865465,0.53587705963939,0.401814812760055,0.485865852981969,"Monroe County",55081,-90.7788094,44.01619241
0.114,0.009,0,0,1,1,0.879,0.865,0.997,0.933,0.763,0.398,1,1,1,1,0,1,0,1,0.446435506241331,0.236005547850208,0.0312898751733703,0.165825242718447,0.0988072122052705,0.483920443828017,0.533849375866852,0.397148294036061,0.481230624133148,"Monroe County",55081,-90.52863471,43.79849421
0.015,0,0,0,1,1,0.88,0.854,0.96,0.897,0.669,0.221,1,1,1,1,0,1,0,1,0.684412220059169,0.0812115823842298,0.011772460413569,0.191210509373515,0.0184711130186857,0.293989837055659,0.301453101767402,0.270552477888315,0.281638027499732,"Rock County",55105,-88.829109,42.77996861
0.009,0.001,0,0,1,1,0.874,0.845,0.958,0.889,0.68,0.222,1,1,1,1,0,1,0,1,0.684412220059169,0.0812115823842298,0.011772460413569,0.191210509373515,0.0184711130186857,0.289859818814476,0.302043334304153,0.270194705458559,0.280918895718687,"Rock County",55105,-89.25979083,42.61827075
0.309,0.047,0,0,1,1,0.884,0.86,1,0.989,0.745,0.365,1,1,1,1,0,1,0,0.971,0.263249449147628,0.364026440913835,0.052765858749855,0.130465035370521,0.17708454134292,0.628601414820828,0.736134176040821,0.491574973906993,0.634736402644091,"Taylor County",55119,-90.80195369,45.13152315
0.395,0.065,0,0,1,1,0.95,0.893,1,0.999,0.871,0.871,1,1,1,1,0,1,0,1,0.72354214699432,0.051861328234831,0.00574987347466682,0.18805882022156,0.012399482651971,0.531469169993814,0.305093994264185,0.242335221841084,0.25177860878367,"Winnebago County",55139,-88.59505843,44.04711214
0.009,0.001,0,0,1,1,0.906,0.902,0.954,0.91,0.841,0.447,1,1,1,1,0,1,0,1,0.72354214699432,0.051861328234831,0.00574987347466682,0.18805882022156,0.012399482651971,0.251917407074172,0.258275558117303,0.239880827194512,0.249807414384525,"Winnebago County",55139,-88.80160237,44.21148758
0.209,0.021,0,0,1,1,0.92,0.876,1,0.975,0.874,0.867,1,1,1,1,0,1,0,1,0.72354214699432,0.051861328234831,0.00574987347466682,0.18805882022156,0.012399482651971,0.396890330652871,0.273120142833043,0.240796631614463,0.250873966709779,"Winnebago County",55139,-88.78033538,44.03184949
0.012,0,0,0,1,1,0.873,0.844,0.971,0.897,0.607,0.224,1,1,1,1,0,1,0,0.982,0.43529263370333,0.292696770938446,0.0179112008072654,0.175012613521695,0.0520307769929364,0.490324672048436,0.535806508577195,0.441408993440969,0.477155020181635,"Pierce County",55093,-92.27035831,44.70701427
0.961,0.558,0,0,1,1,0.98,0.923,1,1,0.886,0.886,1,1,1,1,0,1,0,1,0.370184696569921,0.380079155672823,0.0261213720316623,0.0683377308707124,0.142480211081794,0.830285751978892,0.823581530343008,0.463958839050132,0.584774538258575,"Richland County",55103,-90.38695052,43.33556497
0.184,0.024,0,0,1,1,0.904,0.897,1,0.975,0.889,0.73,1,1,1,1,0,1,0,1,0.549802761341223,0.19723865877712,0.0207922419460881,0.166173570019724,0.0504602235371466,0.485368178829717,0.447340154503616,0.362961620644313,0.408735207100592,"Columbia County",55021,-89.51947345,43.30463347
0.005,0.001,0,0,1,1,0.75,0.646,0.913,0.883,0.235,0.129,1,1,1,1,0,1,0,0.387,0.275491113189897,0.431244153414406,0.0380417835983785,0.0954162768942937,0.148737137511693,0.562770034299969,0.709263953850951,0.427789211100717,0.436468662301216,"Rusk County",55107,-91.40194159,45.41141308
0.117,0.015,0,0,1,1,0.895,0.888,0.998,0.946,0.883,0.788,1,1,1,1,0,1,0,1,0.573931211828994,0.151826850958963,0.0379834994106932,0.150523232972606,0.0633772634736955,0.407407568127433,0.410268706025215,0.31994769456052,0.378653737633487,"Marathon County",55073,-90.00979824,45.08284194
0.094,0.011,0,0,1,1,0.909,0.897,0.999,0.958,0.895,0.772,1,1,1,1,0,1,0,1,0.573931211828994,0.151826850958963,0.0379834994106932,0.150523232972606,0.0633772634736955,0.394245133754777,0.408428783170828,0.322529072466874,0.379412443301546,"Marathon County",55073,-90.1357365,45.00399416
0.259,0.026,0,0,1,1,0.887,0.879,1,0.974,0.874,0.733,1,1,1,1,0,1,0,1,0.354473253912637,0.328311142256482,0.0273884606400374,0.191252043914973,0.0840925017519271,0.638760219574866,0.639548353188507,0.506401541695865,0.584005781359495,"Dunn County",55033,-91.67192552,45.16668305
0.024,0.003,0,0,1,1,0.862,0.815,0.983,0.919,0.491,0.186,1,1,1,1,0,1,0,0.97,0.446161021395674,0.285139625721448,0.0471637614411473,0.0823179618725587,0.117588759983676,0.424527429604151,0.529728327406285,0.35126572611205,0.437540313647758,"Shawano County",55115,-88.27048319,44.83447513
0.577,0.116,0,0,1,1,0.917,0.882,1,1,0.881,0.853,1,1,1,1,0,1,0,1,0.653093046268254,0.118204443911362,0.0185912621068098,0.167771147560646,0.0315451737683289,0.6814015412756,0.411870820714264,0.292543524543465,0.319430987435905,"Jefferson County",55055,-88.98274512,43.17977248
0.189,0.022,0,0,1,1,0.92,0.902,1,0.982,0.9,0.879,1,1,1,1,0,1,0,1,0.50505249343832,0.260892388451444,0.0540682414698163,0.116732283464567,0.0471784776902887,0.527147834645669,0.489009317585302,0.40541469816273,0.446761679790026,"Green County",55045,-89.37687874,42.61537055
0.524,0.102,0,0,1,1,0.891,0.884,1,0.998,0.877,0.764,1,1,1,1,0,1,0,1,0.512055624088819,0.19834772531868,0.0240738663975179,0.188030354005458,0.0657545512317297,0.678769092744197,0.528388022877649,0.385870958095024,0.447516728346604,"Sauk County",55111,-89.72492028,43.28017812
0.001,0,0,0,1,1,0.896,0.874,0.943,0.902,0.709,0.261,1,1,1,1,0,1,0,1,0.713420110728313,0.0765714438918455,0.02147539445286,0.150837165033446,0.0167030845744467,0.248373326005067,0.263482499296218,0.234671233427618,0.240068769521563,"Outagamie County",55087,-88.62769575,44.3144431
0.593,0.137,0,0,1,1,0.911,0.892,1,1,0.887,0.78,1,1,1,1,0,1,0,1,0.512055624088819,0.19834772531868,0.0240738663975179,0.188030354005458,0.0657545512317297,0.714100930806325,0.546358117453553,0.390078651265373,0.449488692011514,"Sauk County",55111,-90.13852865,43.59111969
0.28,0.024,0,0,1,1,0.871,0.868,1,0.975,0.841,0.631,1,1,1,1,0,1,0,1,0.512055624088819,0.19834772531868,0.0240738663975179,0.188030354005458,0.0657545512317297,0.553827520466525,0.487893985271579,0.38103734439834,0.441141340510635,"Sauk County",55111,-90.13852865,43.59111969
0.797,0.32,0,0,1,1,0.924,0.897,1,1,0.889,0.86,1,1,1,1,0,1,0,1,0.446435506241331,0.236005547850208,0.0312898751733703,0.165825242718447,0.0988072122052705,0.788929764216366,0.674787239944521,0.411711067961165,0.503238723994452,"Monroe County",55081,-90.77943982,43.74419149
0.873,0.403,0,0,1,1,0.969,0.931,1,1,0.896,0.895,1,1,1,1,0,1,0,1,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.86834142220857,0.718220089080018,0.463169290431577,0.514500614344955,"Chippewa County",55017,-91.15247223,45.1638421
0.07,0.001,0,0,1,1,0.897,0.895,0.995,0.925,0.874,0.638,1,1,1,1,0,1,0,1,0.230942334739803,0.474964838255978,0.0277074542897328,0.10070323488045,0.151054852320675,0.619402953586498,0.752583263009845,0.550963009845288,0.694528973277075,"Bayfield County",55007,-91.51633788,46.30944689
0.142,0.014,0,0,1,1,0.891,0.879,1,0.942,0.87,0.757,1,1,1,1,0,1,0,1,0.230942334739803,0.474964838255978,0.0277074542897328,0.10070323488045,0.151054852320675,0.636169338959212,0.756056540084388,0.548002390998594,0.690226722925457,"Bayfield County",55007,-90.82633426,46.8432915
0.312,0.041,0,0,1,1,0.946,0.919,1,0.989,0.912,0.9,1,1,1,1,0,1,0,1,0.716104455916997,0.0945817252268057,0.0267154528595058,0.122199388501829,0.0271665580672648,0.466921156834244,0.299729537366548,0.236038193574257,0.260330459626084,"Calumet County",55015,-88.18904844,44.05575812
0.003,0.001,0,0,1,1,0.892,0.881,0.944,0.897,0.784,0.316,1,1,1,1,0,1,0,1,0.716104455916997,0.0945817252268057,0.0267154528595058,0.122199388501829,0.0271665580672648,0.24414881459576,0.268627537466794,0.227511202445993,0.241134529597514,"Calumet County",55015,-88.19095234,44.18188135
0.002,0,0,0,1,1,0.74,0.616,0.914,0.878,0.194,0.1,1,1,1,1,0,1,0,0.395,0.275491113189897,0.431244153414406,0.0380417835983785,0.0954162768942937,0.148737137511693,0.561981602743998,0.708798253819769,0.42191705643904,0.423618023074525,"Rusk County",55107,-91.3879134,45.34607953
0.175,0.012,0,0,1,1,0.914,0.904,0.998,0.964,0.75,0.399,1,1,1,1,0,1,0,0.98,0.275491113189897,0.431244153414406,0.0380417835983785,0.0954162768942937,0.148737137511693,0.612837075148113,0.715375740567509,0.518104770813845,0.646202057998129,"Rusk County",55107,-91.3879134,45.34607953
0.003,0,0,0,1,1,0.88,0.863,0.934,0.881,0.761,0.319,1,1,1,1,0,1,0,1,0.792990361747403,0.0191137814494931,0.0154024283389661,0.158492927775692,0.00500688446614094,0.194371548379021,0.196183133057955,0.187034303417199,0.184908380272875,"Waukesha County",55133,-88.29744412,43.01508557
0.997,0.848,0,0,1,1,1,0.989,1,1,0.908,0.902,1,1,1,1,0,1,0,1,0.401909858859332,0.316333490739283,0.0230862059919198,0.15331339524634,0.0859436486699197,0.893437221260297,0.919496300960176,0.490609161026287,0.572934624062123,"Barron County",55005,-91.84552729,45.39938665
0.259,0.034,0,0,1,1,0.911,0.889,1,0.983,0.886,0.831,1,1,1,1,0,1,0,1,0.355754981063725,0.321422690597728,0.0433064383336078,0.0949283714803227,0.168779845216532,0.551798040507163,0.639796805532686,0.426113946978429,0.585440638893463,"Vernon County",55123,-90.98596023,43.43761268
0.001,0,0,0,1,1,0.88,0.862,0.928,0.893,0.613,0.238,1,1,1,1,0,1,0,0.99,0.355754981063725,0.321422690597728,0.0433064383336078,0.0949283714803227,0.168779845216532,0.456895191832702,0.623803556726494,0.404327185904825,0.549393709863329,"Vernon County",55123,-90.98596023,43.43761268
0.102,0.016,0,0,1,1,0.886,0.859,0.997,0.942,0.66,0.297,1,1,1,1,0,1,0,0.922,0.275491113189897,0.431244153414406,0.0380417835983785,0.0954162768942937,0.148737137511693,0.592688182101653,0.715640785781104,0.502606173994387,0.614289055191768,"Rusk County",55107,-90.716019,45.51013268
0.608,0.093,0,0,1,1,0.972,0.913,1,1,0.859,0.859,1,1,1,1,0,1,0,1,0.72354214699432,0.051861328234831,0.00574987347466682,0.18805882022156,0.012399482651971,0.685583647303605,0.325358924253501,0.243407172580554,0.25274683686667,"Winnebago County",55139,-88.43568038,44.21286653
0.023,0,0,0,1,1,0.897,0.88,0.97,0.912,0.7,0.289,1,1,1,1,0,1,0,1,0.354473253912637,0.328311142256482,0.0273884606400374,0.191252043914973,0.0840925017519271,0.554282877832282,0.628633964027097,0.504919060967064,0.572173615977575,"Dunn County",55033,-92.13090958,45.0023548
0.001,0.001,0,0,1,1,0.841,0.755,0.906,0.893,0.314,0.137,1,1,1,1,0,1,0,0.675,0.354473253912637,0.328311142256482,0.0273884606400374,0.191252043914973,0.0840925017519271,0.544731604765242,0.628468056528849,0.475961691193646,0.499641614108853,"Dunn County",55033,-92.13090958,45.0023548
0.005,0,0,0,1,1,0.865,0.816,0.932,0.896,0.427,0.141,1,1,1,1,0,1,0,0.815,0.31769185391752,0.404890867163619,0.024615219606371,0.146672386979139,0.0928299458357913,0.576093098085483,0.666448436745857,0.507413685847589,0.55619048640532,"Polk County",55095,-92.19645295,45.28994635
0.129,0.014,0,0,1,1,0.899,0.896,1,0.951,0.871,0.648,1,1,1,1,0,1,0,1,0.249478652178685,0.531774777741192,0.0111952584787619,0.0894523103940292,0.10097684118099,0.664605092745034,0.736343321260015,0.577268905718362,0.674153879925365,"Adams County",55001,-89.93222052,43.98513621
0.852,0.313,0,0,1,1,0.982,0.932,1,1,0.888,0.888,1,1,1,1,0,1,0,1,0.685847308031774,0.0540556045895852,0.0062621359223301,0.230489849955869,0.00817740511915269,0.875149496910856,0.513655203000883,0.289133230361871,0.294607855251545,"Dane County",55025,-89.7603461,43.01014951
0.007,0,0,0,1,1,0.904,0.901,0.945,0.905,0.863,0.55,1,1,1,1,0,1,0,1,0.787986686276028,0.0236396005882808,0.00492298165492685,0.161746265190804,0.00905642851613902,0.195553990246923,0.198897592692933,0.187364997290812,0.194809613747194,"Kenosha County",55059,-88.01906234,42.58132219
0.163,0.014,0,0,1,1,0.932,0.897,1,0.963,0.892,0.883,1,1,1,1,0,1,0,1,0.787986686276028,0.0236396005882808,0.00492298165492685,0.161746265190804,0.00905642851613902,0.318750677297004,0.210214939236783,0.188169672575277,0.196354408235932,"Kenosha County",55059,-88.2562802,42.52386611
0.019,0,0,0,1,1,0.872,0.859,0.97,0.888,0.756,0.324,1,1,1,1,0,1,0,1,0.746390109624765,0.0684551117979427,0.0136910223595885,0.144250736465929,0.0120490655333945,0.240167552035544,0.236912541652581,0.214294006857584,0.219538634278263,"Walworth County",55127,-88.76523322,42.50301462
0.058,0.007,0,0,1,1,0.853,0.792,0.984,0.921,0.451,0.146,1,1,1,1,0,1,0,0.791,0.263249449147628,0.364026440913835,0.052765858749855,0.130465035370521,0.17708454134292,0.561681549344776,0.722016119679926,0.464776991766207,0.566551664154007,"Taylor County",55119,-90.27371477,45.28751999
0.024,0,0,0,1,1,0.843,0.769,0.977,0.917,0.34,0.128,1,1,1,1,0,1,0,0.705,0.208285822881034,0.563157227923476,0.0116558976308121,0.0902065120993285,0.114025085518814,0.669750411757253,0.778077283669074,0.568911060433295,0.60515406055999,"Sawyer County",55113,-91.05627719,45.79417181
0.095,0.011,0,0,1,1,0.885,0.85,0.996,0.945,0.542,0.191,1,1,1,1,0,1,0,0.856,0.208285822881034,0.563157227923476,0.0116558976308121,0.0902065120993285,0.114025085518814,0.684760167236792,0.780694792854428,0.594918155327505,0.668721905485874,"Sawyer County",55113,-91.4887668,45.7838453
0.003,0.001,0,0,1,1,0.829,0.731,0.906,0.891,0.279,0.123,1,1,1,1,0,1,0,0.615,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.472958608508678,0.532542735370911,0.399031485178928,0.404305367839042,"Chippewa County",55017,-91.57714651,44.99905455
0.223,0.025,0,0,1,1,0.893,0.887,1,0.97,0.872,0.689,1,1,1,1,0,1,0,1,0.449546920595915,0.257602518814314,0.0454999232068807,0.172784518507142,0.0611657195515282,0.576135923821226,0.546926355398556,0.442499500844724,0.493793119336507,"Chippewa County",55017,-91.57714651,44.99905455
0.177,0.019,0,0,1,1,0.901,0.894,1,0.97,0.881,0.719,1,1,1,1,0,1,0,1,0.611979332780506,0.223575939274096,0.00427377687057473,0.0859858391273841,0.0662754353511514,0.422155897174204,0.391610384639918,0.291192957836321,0.35521100975952,"Oneida County",55085,-89.47399641,45.70456289
0.143,0.015,0,0,1,1,0.892,0.885,1,0.941,0.867,0.671,1,1,1,1,0,1,0,1,0.611979332780506,0.223575939274096,0.00427377687057473,0.0859858391273841,0.0662754353511514,0.401348599859667,0.38903852777955,0.289120941506666,0.352993685016266,"Oneida County",55085,-90.01236903,45.56886662
0.514,0.095,0,0,1,1,0.9,0.893,1,0.996,0.891,0.774,1,1,1,1,0,1,0,1,0.395750332005312,0.293050022133687,0.101962520289214,0.0991589198760514,0.0938468348826915,0.697587132949683,0.625206728640992,0.453752545374059,0.533618415227977,"Lafayette County",55065,-90.38333218,42.56992658
0.241,0.036,0,0,1,1,0.911,0.903,1,0.985,0.893,0.756,1,1,1,1,0,1,0,1,0.249478652178685,0.531774777741192,0.0111952584787619,0.0894523103940292,0.10097684118099,0.692546701789046,0.742212490396224,0.58389649873779,0.67908539128526,"Adams County",55001,-89.94605865,43.97401326
0,0,0,0,1,0.999,0.472,0.331,0.894,0.883,0.118,0.103,1,1,1,1,0,1,0,0.104,0.43371808324589,0.309898565932144,0.0314795383001049,0.0951381601958727,0.117523609653725,0.433179433368311,0.550046869534802,0.245124868835257,0.213179433368311,"Iron County",55051,-90.17942236,46.12353685
0.022,0.001,0,0,1,1,0.879,0.855,0.965,0.9,0.604,0.224,1,1,1,1,0,1,0,0.99,0.43529263370333,0.292696770938446,0.0179112008072654,0.175012613521695,0.0520307769929364,0.494570131180626,0.53629553481332,0.443111440464178,0.480790930877901,"Pierce County",55093,-92.72960802,44.74211717
0.121,0.015,0,0,1,1,0.899,0.896,0.999,0.955,0.872,0.559,1,1,1,1,0,1,0,1,0.684412220059169,0.0812115823842298,0.011772460413569,0.191210509373515,0.0184711130186857,0.36699665833806,0.312402087772276,0.27448530741757,0.289028005579656,"Rock County",55105,-89.3342784,42.81653681
